ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol
495,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.7654,CL5
496,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,CL6
497,-0.95197,-0.48246,-0.05921,-0.28519,0.1144,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,CL4
498,1.82213,-0.48246,-0.61113,-0.57009,-0.31685,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,CL3
499,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,CL6
500,-0.07854,-0.48246,-1.7379,-0.28519,-0.31685,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,CL4
501,1.82213,0.48246,-0.61113,0.96082,-0.31685,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,CL5
502,0.49788,0.48246,-0.05921,0.21128,-0.31685,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,CL3
503,-0.07854,0.48246,-0.05921,0.96082,-0.31685,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,CL3
504,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,CL5
505,1.82213,0.48246,-0.05921,0.24923,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,CL1
506,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,CL1
507,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,CL3
508,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,CL4
509,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,CL3
510,0.49788,-0.48246,-1.7379,0.96082,-0.31685,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,CL5
511,0.49788,0.48246,1.16365,-0.28519,-0.31685,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,CL5
512,0.49788,-0.48246,0.45468,0.96082,-0.31685,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,CL5
513,1.09449,0.48246,1.16365,0.96082,-0.31685,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,CL5
514,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,CL6
515,1.82213,-0.48246,-1.7379,-0.57009,-0.31685,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,CL3
516,0.49788,-0.48246,-1.7379,0.96082,-0.31685,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,CL6
517,-0.95197,0.48246,-1.43719,-0.57009,-0.31685,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,CL5
518,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,CL6
519,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,CL2
520,-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,CL2
521,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,CL5
522,0.49788,0.48246,0.45468,0.96082,-0.31685,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,CL5
523,1.09449,0.48246,-1.7379,-0.09765,-0.31685,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,CL3
524,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,CL5
525,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,CL5
526,0.49788,0.48246,-2.43591,0.96082,-0.31685,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,CL2
527,1.09449,0.48246,0.45468,-0.09765,-0.31685,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,CL5
528,1.82213,-0.48246,-1.22751,0.96082,-0.31685,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,CL6
529,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,CL4
530,0.49788,-0.48246,1.98437,0.96082,-0.31685,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,CL6
531,-0.07854,0.48246,-0.05921,0.96082,-0.31685,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,CL5
532,1.82213,-0.48246,0.45468,0.96082,-0.31685,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,CL5
533,1.09449,-0.48246,0.45468,0.96082,-0.31685,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,CL5
534,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,CL4
535,-0.07854,-0.48246,1.16365,0.96082,-0.31685,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,CL4
536,0.49788,0.48246,1.16365,0.96082,-0.31685,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,CL6
537,-0.07854,0.48246,0.45468,-0.57009,-0.31685,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,CL5
538,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,CL6
539,1.09449,0.48246,-0.61113,0.96082,-0.50212,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,CL0
540,0.49788,0.48246,0.45468,0.96082,-0.31685,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,CL6
541,1.09449,-0.48246,1.16365,0.96082,-0.31685,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,CL6
542,1.09449,0.48246,0.45468,0.96082,-0.31685,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,CL5
543,1.09449,0.48246,0.45468,-0.28519,-1.10702,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,CL4
544,0.49788,-0.48246,-1.43719,0.96082,-0.31685,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,CL6
545,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,CL6
546,-0.95197,0.48246,-1.7379,0.96082,-0.31685,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,CL5
547,0.49788,0.48246,-0.05921,0.96082,-0.31685,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,CL5
548,1.09449,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,CL2
549,-0.07854,0.48246,1.16365,0.96082,-0.31685,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,CL5
550,-0.95197,-0.48246,0.45468,0.96082,-0.31685,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,CL4
551,-0.07854,0.48246,1.16365,-0.28519,-0.31685,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,CL4
552,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,CL6
553,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,CL4
554,-0.95197,0.48246,1.16365,0.96082,-0.31685,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,CL2
555,-0.07854,0.48246,1.16365,-0.28519,-0.22166,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,CL6
556,-0.07854,0.48246,1.98437,0.96082,-0.31685,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,CL4
557,1.09449,0.48246,1.16365,0.96082,-0.31685,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,CL6
558,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,CL6
559,-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,CL4
560,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,CL5
561,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,CL6
562,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,CL6
563,0.49788,0.48246,0.45468,0.96082,-0.31685,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,CL5
564,0.49788,0.48246,1.16365,0.96082,0.1144,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,CL6
565,-0.07854,0.48246,1.16365,0.96082,-0.31685,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,CL5
566,1.09449,0.48246,-0.61113,0.96082,-0.31685,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,CL2
567,1.09449,0.48246,1.16365,0.96082,-0.31685,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,CL5
568,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,CL5
569,-0.95197,-0.48246,0.45468,0.96082,-0.31685,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,CL6
570,0.49788,-0.48246,1.16365,0.96082,-0.31685,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,CL1
571,0.49788,0.48246,1.98437,0.96082,-0.31685,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,CL6
572,0.49788,0.48246,-0.05921,-0.09765,-0.31685,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,CL6
573,-0.95197,0.48246,1.16365,0.96082,-0.31685,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,CL6
574,0.49788,-0.48246,-0.05921,0.96082,-0.31685,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,CL6
575,1.82213,0.48246,-0.61113,-0.57009,-0.31685,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,CL5
576,0.49788,0.48246,0.45468,0.96082,-0.31685,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,CL6
577,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,CL5
578,-0.07854,0.48246,1.16365,0.96082,0.1144,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,CL4
579,-0.07854,0.48246,0.45468,0.96082,-0.31685,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,CL4
580,1.09449,0.48246,1.16365,0.96082,-0.31685,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,CL6
581,-0.95197,0.48246,1.16365,0.96082,-0.31685,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,CL5
582,0.49788,0.48246,-0.61113,0.96082,-0.31685,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,CL6
583,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,CL6
584,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,CL6
585,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,CL5
586,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,CL2
587,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,CL2
588,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,CL5
589,-0.07854,0.48246,-1.7379,0.96082,-0.31685,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,CL5
590,1.82213,0.48246,-0.61113,-0.57009,-0.31685,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,CL2
591,0.49788,-0.48246,-2.43591,0.96082,-0.31685,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,CL3
592,0.49788,0.48246,0.45468,0.96082,-0.31685,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,CL6
593,0.49788,0.48246,-0.05921,-0.57009,-0.31685,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,CL5
594,-0.07854,-0.48246,-0.05921,-0.28519,-0.22166,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,CL5
595,0.49788,-0.48246,-1.7379,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,CL5
596,1.09449,-0.48246,-0.05921,-0.28519,-0.31685,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,CL6
597,-0.95197,-0.48246,-1.7379,0.96082,-0.31685,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,CL5
598,1.82213,0.48246,-0.05921,0.24923,-0.31685,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,CL1
599,1.09449,0.48246,-0.05921,-0.57009,-0.31685,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,CL5
600,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,CL4
601,1.09449,0.48246,1.16365,0.96082,-0.31685,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,CL6
602,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,CL4
603,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,CL6
604,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,CL6
605,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,CL5
606,0.49788,0.48246,-0.61113,-0.57009,-0.31685,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,CL5
607,1.82213,0.48246,1.16365,-0.57009,-0.31685,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,CL5
608,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,CL5
609,1.09449,-0.48246,-0.61113,-0.57009,-0.31685,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,CL2
610,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,CL6
611,1.82213,0.48246,-0.05921,0.24923,-0.31685,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,CL4
612,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,CL6
613,-0.07854,-0.48246,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,CL5
614,0.49788,-0.48246,0.45468,0.96082,-0.31685,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,CL1
615,-0.07854,0.48246,1.16365,0.96082,-0.31685,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,CL6
616,-0.07854,0.48246,-2.43591,-0.57009,-0.31685,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,CL3
617,0.49788,0.48246,1.16365,0.96082,-0.31685,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,CL6
618,1.09449,0.48246,-0.61113,-0.57009,-0.31685,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,CL2
619,1.09449,-0.48246,-0.05921,0.21128,-0.31685,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,CL3
620,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,CL5
621,1.82213,-0.48246,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,CL5
622,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,CL5
623,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,CL5
624,0.49788,0.48246,1.16365,0.96082,-0.31685,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,CL5
625,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,CL6
626,0.49788,0.48246,1.98437,0.96082,-0.31685,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,CL6
627,0.49788,0.48246,-0.05921,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,CL6
628,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,CL6
629,0.49788,-0.48246,1.98437,0.96082,-0.31685,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,CL5
630,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,CL5
631,1.09449,0.48246,1.98437,0.96082,-0.22166,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,CL5
632,0.49788,0.48246,1.98437,0.96082,-0.31685,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,CL6
633,-0.95197,0.48246,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,CL5
634,-0.95197,0.48246,0.45468,0.96082,-0.31685,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,CL5
635,-0.07854,0.48246,1.16365,0.96082,-0.31685,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,CL5
636,0.49788,0.48246,1.98437,0.96082,-0.31685,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,CL6
637,0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,CL5
638,1.09449,0.48246,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,CL4
639,0.49788,0.48246,-0.05921,0.24923,-0.31685,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,CL4
640,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,CL5
641,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,CL5
642,1.09449,-0.48246,0.45468,0.96082,-0.31685,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,CL5
643,0.49788,-0.48246,1.16365,0.96082,-0.31685,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,CL5
644,-0.07854,0.48246,1.16365,0.96082,-1.10702,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,CL5
645,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,CL5
646,1.09449,-0.48246,0.45468,0.96082,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,CL5
647,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,CL5
648,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,CL6
649,0.49788,0.48246,1.16365,-0.57009,-0.31685,1.13281,0.16767,1.06238,2.03972,-1.0145,1.29221,1.92173,CL6
650,-0.07854,0.48246,0.45468,0.96082,-0.31685,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,CL5
651,1.09449,0.48246,1.16365,0.96082,-0.31685,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,CL5
652,-0.07854,-0.48246,1.16365,0.96082,-0.31685,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,CL5
653,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,CL5
654,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,-0.67825,0.63779,-0.01928,0.13136,-0.00665,1.29221,0.40148,CL6
655,0.49788,0.48246,-1.7379,0.96082,-0.31685,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,CL5
656,-0.07854,-0.48246,1.16365,-0.28519,0.1144,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,CL5
657,1.09449,-0.48246,-0.61113,0.24923,-0.31685,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,CL4
658,1.09449,-0.48246,-0.05921,0.96082,-0.31685,1.13281,-1.37639,1.43533,-0.45321,-1.38502,1.86203,1.92173,CL5
659,-0.95197,-0.48246,1.16365,0.96082,-0.31685,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,CL5
660,-0.07854,-0.48246,1.98437,0.21128,-0.31685,-0.79151,1.45421,1.88511,-0.91699,-0.40581,1.29221,0.40148,CL5
661,-0.07854,0.48246,1.16365,0.96082,-1.10702,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,CL6
662,-0.95197,0.48246,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,CL6
663,-0.07854,0.48246,0.45468,0.96082,-0.31685,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,CL5
664,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,CL6
665,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,CL5
666,-0.07854,0.48246,1.98437,0.96082,-0.31685,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,CL6
667,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,0.88113,0.40148,CL3
668,0.49788,-0.48246,-0.61113,0.96082,-0.31685,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,CL4
669,1.09449,-0.48246,0.45468,0.96082,-0.31685,-1.69163,2.127,0.14143,0.28783,-0.40581,0.19268,-0.21575,CL5
670,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,-0.58016,0.96248,0.44585,-0.30172,-0.14277,0.19268,0.7654,CL6
671,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,-2.55524,-0.52593,CL5
672,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,CL2
673,-0.95197,-0.48246,0.45468,0.96082,-0.31685,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,CL2
674,-0.95197,0.48246,-0.61113,0.96082,-0.31685,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,CL5
675,-0.95197,0.48246,1.16365,0.96082,-0.50212,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654,CL3
676,0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,CL3
677,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,CL3
678,-0.07854,-0.48246,0.45468,0.96082,-0.31685,0.52135,-0.30033,0.44585,-0.60633,-0.65253,-0.21712,-0.21575,CL6
679,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,-1.37983,-1.54858,CL0
680,-0.95197,0.48246,-0.61113,0.96082,-0.31685,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,CL5
681,1.09449,-0.48246,1.98437,0.96082,-0.31685,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,CL6
682,0.49788,-0.48246,-0.61113,0.96082,-0.31685,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,CL6
683,-0.07854,-0.48246,1.16365,0.96082,-0.31685,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,CL6
684,0.49788,0.48246,0.45468,0.96082,-0.31685,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593,CL3
685,0.49788,0.48246,-0.05921,0.96082,-0.31685,0.91093,-0.69509,1.24033,-1.21213,-1.5184,1.29221,1.92173,CL4
686,-0.07854,-0.48246,0.45468,-0.09765,-0.31685,-0.34799,0.16767,0.7233,-0.45321,-0.78155,0.88113,0.40148,CL6
687,-0.95197,0.48246,-0.61113,0.24923,-0.31685,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247,CL5
