Sales,Quantity,Discount,Profit
71.6,8,0,13.604
107.44,8,0,27.9344
7.31,1,0,3.4357
59.1,6,0,22.458
46.53,3,0,12.0978
97.84,2,0,25.4384
29.97,3,0,13.4865
98.352,3,0.2,34.4232
83.92,5,0.2,29.372
14.624,2,0.2,5.1184
136.99,1,0,36.9873
3.15,1,0,1.512
9.11,1,0,4.0995
571.44,4,0,165.7176
32.4,5,0,15.552
16.91,1,0,4.5657
14.272,8,0.2,4.2816
451.136,4,0.2,-67.6704
64.864,4,0.2,6.4864
217.584,2,0.2,-29.9178
82.95,5,0,29.0325
87.71,7,0,41.2237
1101.48,4,0,429.5772
1322.352,3,0.2,-99.1764
5.46,3,0,1.4742
11.184,1,0.2,0.8388
153.584,2,0.2,-32.6366
1003.62,6,0,0
35.168,4,0.2,11.4296
1137.75,5,0,250.305
99.68,5,0.2,32.396
5.56,2,0,1.4456
85.52,2,0,22.2352
9.84,3,0,2.6568
20.04,3,0,9.6192
631.96,4,0,303.3408
23.92,4,0,10.764
90.24,6,0,41.5104
4548.81,7,0,1228.1787
300.93,5,0.3,-34.392
719.96,5,0.2,53.997
647.84,8,0,32.392
64.17,3,0,18.6093
124.46,2,0,58.4962
9.584,1,0.2,3.3544
37.608,3,0.2,12.6927
12.224,2,0.2,4.4312
2.304,4,0.8,-3.5712
9.36,4,0.8,-16.38
7.38,2,0,3.4686
53.72,4,0,15.0416
8187.65,5,0,327.506
77.92,8,0,34.2848
32.784,4,0.8,-85.2384
196.776,3,0.2,14.7582
479.94,6,0,52.7934
1117.92,4,0,55.896
106.5,6,0,41.535
45.66,5,0.7,-33.484
95.968,4,0.2,1.1996
47.992,2,0.3,-2.0568
264.32,2,0.2,19.824
604.656,9,0.2,204.0714
129.93,3,0,12.993
20.16,7,0,9.8784
29.46,6,0,14.4354
868.59,3,0,251.8911
12.96,2,0,6.2208
5.5,1,0,1.375
121.6,4,0,55.936
42.048,9,0.2,5.256
25.488,2,0.2,4.4604
6.9,3,0.8,-12.075
9.648,6,0.8,-16.884
7.968,2,0.2,2.8884
10.368,2,0.2,3.6288
114.2,5,0,52.532
17.96,4,0,8.2616
12.67,7,0,4.5612
339.96,4,0,122.3856
1801.632,6,0.2,-337.806
46.32,4,0,18.0648
181.986,2,0.3,-54.5958
431.976,4,0.4,-100.7944
155.37,1,0.4,-36.253
1348.704,6,0.2,-219.1644
700.152,3,0.2,78.7671
111.888,7,0.2,22.3776
143.952,3,0.2,14.3952
173.94,3,0,13.9152
14.76,4,0,6.9372
205.92,4,0,2.0592
102.833,1,0.15,-6.049
2.304,1,0.2,0.2592
1879.96,5,0.2,211.4955
313.024,8,0.2,105.6456
5.04,2,0.2,1.764
821.88,6,0,213.6888
21.96,2,0,10.7604
25.92,4,0,12.4416
705.544,7,0.2,70.5544
50,2,0,12
51.712,8,0.6,-32.32
6.992,2,0.2,0.5244
1406.86,7,0,140.686
15.75,5,0,7.56
323.1,2,0,61.389
9.216,4,0.2,3.3408
10.368,2,0.2,3.6288
15.02,1,0,2.7036
33.82,2,0,9.1314
71,4,0,27.69
25.12,5,0.2,7.85
2665.62,9,0,239.9058
478.08,8,0,133.8624
164.388,2,0.4,-35.6174
13.248,4,0.2,3.6432
2.912,2,0.2,0.91
1399.944,7,0.2,52.4979
526.45,5,0,31.587
16.23,3,0,7.9527
319.9,5,0,156.751
11.36,2,0,5.3392
675.12,3,0,290.3016
62.82,3,0,30.7818
489.92,8,0,0
19.44,3,0,9.3312
16.68,2,0,8.34
155.35,13,0,0
12.42,3,0,4.4712
187.98,2,0,52.6344
6.608,2,0.2,2.1476
248.57,7,0,67.1139
22.23,1,0,9.7812
5.98,1,0,1.0166
246.168,3,0.2,21.5397
14.136,2,0.6,-7.7748
601.47,3,0.5,-300.735
79.1,2,0,39.55
327.84,8,0,157.3632
180.96,2,0,81.432
914.97,3,0,411.7365
587.97,3,0,158.7519
530.34,2,0,95.4612
14.94,3,0,7.3206
121.94,2,0,35.3626
122.71,7,0,36.813
14.94,3,0,7.0218
1349.85,3,0,364.4595
136.784,1,0.2,5.1294
61.12,4,0,20.7808
1.167,1,0.7,-0.8558
16.99,1,0,4.9271
24.672,3,0.2,0
2.52,1,0.2,0.882
1218.735,5,0.3,-121.8735
5.904,2,0.2,1.9926
15.696,3,0.2,5.1012
6.096,3,0.6,-3.9624
41.568,2,0.2,2.598
230.28,3,0.2,23.028
18.288,6,0.2,5.715
5.78,2,0,2.7166
121.68,13,0.2,38.025
4.17,3,0,1.0842
67.04,4,0.2,6.704
37.32,3,0,10.4496
18.45,5,0,8.6715
25.92,4,0,12.4416
11199.968,4,0.2,3919.9888
2399.6,8,0,647.892
63.9,5,0,28.755
52.99,1,0,0.5299
60.864,4,0.2,9.1296
652.995,7,0.7,-935.9595
11.22,10,0.7,-7.48
14.94,3,0,7.0218
39.96,2,0,17.1828
42.624,2,0.2,4.2624
220.96,1,0.2,24.858
4.928,2,0.2,0.7392
7.23,5,0.7,-5.784
323.1,2,0,61.389
19.04,4,0,9.3296
13.128,3,0.2,4.2666
64.14,3,0,16.6764
858.24,4,0.1,143.04
29.99,1,0,2.999
186.048,6,0.2,67.4424
36.792,1,0.2,4.1391
18.624,8,0.2,6.2856
57.69,3,0,23.6529
42.81,3,0,20.1207
12.96,2,0,6.2208
821.88,6,0,213.6888
104.85,3,0,28.3095
424.9575,5,0.15,19.998
10.776,3,0.2,3.5022
11.784,3,0.2,4.2717
164.88,3,0,80.7912
1292.94,3,0,77.5764
25.584,2,0.2,8.9544
261.74,2,0,65.435
14.4,5,0,7.056
10.86,3,0,5.1042
883.84,4,0.2,99.432
1979.89,11,0,494.9725
79.96,2,0,35.982
8.76,2,0,4.2048
3.984,1,0.2,1.2948
370.62,3,0.4,-142.071
2.742,2,0.7,-2.0108
79.512,3,0.2,20.8719
28.352,1,0.2,9.5688
40.784,1,0.2,4.5882
105.96,4,0,29.6688
166.44,3,0,79.8912
785.88,6,0,212.1876
26.2,2,0,12.838
1325.85,5,0,238.653
166.44,3,0,79.8912
8.76,5,0.2,0.7665
43.584,1,0.2,4.3584
11.088,7,0.7,-8.1312
25.164,2,0.7,-16.776
14.4,5,0,7.056
619.95,5,0,111.591
89.52,4,0,42.0744
350.973,3,0.1,152.0883
164.99,1,0,49.497
312.552,9,0.2,101.5794
95.952,3,0.2,29.985
3.204,2,0.7,-2.4564
3.98,5,0.8,-6.567
15.7,5,0,7.065
5.248,4,0.2,1.64
5.346,3,0.7,-4.455
15.48,3,0.2,5.6115
108.576,3,0.2,8.1432
109.9,5,0,37.366
15.384,1,0.2,4.0383
30.352,2,0.2,10.6232
821.3,4,0.5,-16.426
22638.48,6,0.5,-1811.0784
21.376,4,0.2,7.4816
8.016,3,0.2,1.002
30.768,2,0.2,8.0766
18.936,3,0.2,5.9175
122.352,3,0.2,15.294
116.28,3,0,56.9772
132.6,6,0,17.238
16.68,2,0,4.3368
19.44,3,0,9.3312
192.16,4,0,92.2368
227.36,7,0,81.8496
1919.976,3,0.2,215.9973
12.828,2,0.7,-8.9796
45.888,4,0.2,9.1776
60.12,9,0,22.2444
302.376,3,0.2,37.797
13.9,5,0,5.56
129.98,2,0,62.3904
71.98,2,0,15.1158
377.97,3,0,109.6113
124.36,2,0,33.5772
23.976,3,0.6,-14.3856
8.376,3,0.2,2.7222
58.24,5,0.2,5.096
81.2,5,0,12.18
14.45,5,0,6.7915
95.648,2,0.2,31.0856
359.97,5,0.4,-71.994
350.352,4,0.4,-140.1408
1.641,1,0.7,-1.3128
629.958,7,0.4,94.4937
6.63,3,0,1.7901
799.96,4,0,343.9828
107.53,1,0,21.506
73.98,2,0,19.9746
5.58,1,0,2.1762
49.12,4,0,23.0864
377.97,3,0,94.4925
42.28,7,0,19.8716
299.97,3,0,56.9943
89.98,2,0,43.1904
477.24,4,0,9.5448
25.98,2,0,1.5588
46.72,5,0.2,17.52
35.34,2,0,13.4292
257.64,6,0,100.4796
125.976,3,0.2,47.241
79.992,1,0.2,21.9978
700.056,3,0.3,-130.0104
27.168,4,0.2,-1.3584
8.226,3,0.7,-6.0324
585.552,3,0.2,73.194
423.28,11,0,110.0528
225.296,2,0.2,22.5296
5.56,2,0,2.224
323.37,3,0,129.348
783.96,5,0.2,68.5965
1447.65,5,0,419.8185
11.96,2,0,5.8604
239.97,3,0,71.991
76.92,4,0,31.5372
481.32,4,0,125.1432
48.4,5,0,23.232
0.99,1,0,0.4356
101.84,5,0.2,36.917
10.332,3,0.7,-7.5768
31.155,5,0.7,-23.8855
8.928,2,0.2,0.6696
34.384,1,0.2,3.8682
1924.16,8,0.2,312.676
32.192,2,0.8,-80.48
50.12,7,0.2,-0.6265
47.976,3,0.2,1.7991
54.5,5,0,14.17
19.104,3,0.2,5.7312
49.44,3,0,24.2256
10.368,2,0.2,3.6288
154.44,3,0,1.5444
60.984,7,0.2,4.5738
195.466,2,0.15,-13.7976
23.68,8,0.2,6.216
2.376,3,0.2,0.7425
59.2,4,0,29.6
22,10,0,9.68
257.98,2,0,74.8142
23.988,2,0.4,-15.992
23.976,4,0.4,-15.5844
601.536,4,0.2,0
7.9,2,0,2.528
58.36,5,0.6,-24.803
16.464,7,0.2,1.4406
39.96,5,0.6,-23.976
25.96,2,0,7.5284
36.27,3,0,10.881
6.48,1,0,3.1104
1075.088,14,0.2,94.0702
438.368,4,0.2,38.3572
18.088,7,0.2,6.5569
308.499,3,0.15,-18.147
13.36,4,0,4.1416
39.96,2,0,18.7812
145.85,5,0,70.008
783.96,5,0.2,78.396
7.88,1,0.2,1.773
41.37,3,0,17.3754
12.84,3,0,5.778
25.68,6,0,11.556
47.516,2,0.3,-2.0364
9.42,2,0,0.471
12.96,2,0,6.2208
704.9,5,0,56.392
561.568,2,0.2,28.0784
179.82,9,0,84.5154
185.58,6,0,76.0878
214.11,3,0,36.3987
999.96,4,0,229.9908
653.55,3,0,111.1035
114.6,5,0,51.57
60.74,1,0,15.185
124.36,2,0,27.3592
1088.76,6,0,315.7404
6.72,5,0.2,2.352
298.776,3,0.2,7.4694
302.376,3,0.2,22.6782
8.928,2,0.2,0.558
47.584,2,0.2,-2.974
33.792,8,0.2,10.56
300.5328,2,0.32,-97.2312
2.724,2,0.8,-4.3584
3.264,2,0.2,1.1016
108.336,6,0.2,37.9176
55.92,5,0.2,6.291
78.304,2,0.2,29.364
443.92,5,0.2,-94.333
155.976,3,0.2,54.5916
15.47,7,0,4.1769
7.16,2,0,3.4368
10.89,1,0,2.8314
19.44,3,0,9.3312
121.6,5,0.2,39.52
695.7,2,0.5,-27.828
120.33,1,0,31.2858
1139.92,4,0,284.98
229.544,7,0.2,83.2097
143.728,2,0.2,-32.3388
36.048,3,0.2,-0.9012
845.488,8,0.3,-12.0784
50.94,3,0,14.2632
762.594,3,0.8,-1143.891
56.28,6,0,15.7584
2690.97,3,0,1264.7559
7.434,6,0.7,-5.6994
64.784,1,0.2,-12.9568
28.16,4,0,13.2352
14.98,1,0,6.8908
20.32,4,0,6.9088
40.29,3,0,10.4754
20.23,7,0,9.5081
1603.136,4,0.2,100.196
225.296,2,0.2,22.5296
67.8,4,0,4.068
377.97,3,0,98.2722
1628.82,9,0,374.6286
286.93,7,0,140.5957
20.736,4,0.2,7.2576
31.44,3,0,8.4888
83.79,7,0,22.6233
59.52,3,0,15.4752
31.92,4,0,9.2568
14.72,5,0.2,-3.312
38.976,3,0.2,-2.436
17.088,2,0.2,1.068
74.352,3,0.2,23.235
314.352,3,0.2,-35.3646
4.26,1,0,1.7466
811.28,8,0,24.3384
6.03,3,0,2.9547
153.568,2,0.2,-5.7588
1013.488,7,0.2,76.0116
52.34,2,0,24.5998
4.66,2,0,1.3514
254.97,3,0,91.7892
25.44,6,0,12.72
27.93,3,0,8.0997
8.85,5,0.8,-13.7175
6.96,4,0,2.2272
17.456,2,0.2,5.8914
307.92,5,0.2,-34.641
6.63,3,0,1.7901
12.96,2,0,6.2208
32.4,5,0,15.552
23.85,5,0,10.7325
51.96,2,0,12.99
17.94,3,0,8.6112
11.56,2,0,5.6644
26.4,5,0,11.88
69.08,11,0,29.0136
35.88,3,0,10.0464
49.65,5,0,20.853
959.968,4,0.2,119.996
408.422,2,0.3,-5.8346
479.984,2,0.2,59.998
12.6,4,0,6.048
184.66,7,0,84.9436
23.12,5,0.2,8.381
37.464,7,0.2,12.1758
539.658,3,0.3,-7.7094
310.12,2,0,80.6312
8.56,2,0,3.852
52.4,5,0,14.148
14.94,3,0,6.8724
11.22,3,0,0.2244
387.136,4,0.2,24.196
41.4,5,0,19.458
35,4,0,10.5
39.552,3,0.2,14.3376
135.72,3,0,35.2872
12.56,2,0,5.652
263.96,4,0,71.2692
5.952,1,0.2,0.372
15.8,5,0.2,2.37
14.368,2,0.2,3.9512
70.448,7,0.2,12.3284
129.3,2,0,6.465
3.882,3,0.8,-5.823
6.08,1,0,3.04
19.9,1,0,8.955
70.71,1,0,4.9497
18.84,3,0,7.9128
8.64,3,0,2.5056
1633.188,4,0.7,-1306.5504
19.76,4,0,8.2992
6.608,2,0.2,2.2302
7.28,2,0.2,2.73
144.784,1,0.2,10.8588
156.792,1,0.2,13.7193
431.976,3,0.2,26.9985
35.89,1,0,16.1505
47.208,7,0.2,15.3426
248.08,7,0,116.5976
189.7,5,0,89.159
59.808,3,0.2,19.4376
90.99,1,0,14.5584
1526.56,7,0,427.4368
368.97,3,0,40.5867
305.01,9,0,76.2525
18.7,1,0,7.106
38.29,7,0,16.4647
26.25,3,0,11.025
64.96,14,0.2,22.736
43.7,5,0,20.539
41.6,4,0.2,13
23.12,5,0.2,8.381
113.888,2,0.2,9.9652
113.568,2,0.2,-5.6784
7.92,2,0.2,0.693
671.984,2,0.2,50.3988
39.99,1,0,11.5971
191.646,3,0.1,31.941
2.313,1,0.7,-1.9275
19.936,4,0.2,7.2268
45.92,4,0,21.5824
20.34,3,0,9.3564
39.28,8,0,19.2472
81.568,2,0.2,9.1764
97.184,2,0.2,6.074
24.32,5,0.2,8.208
18.96,2,0,7.584
32.952,6,0.6,-19.7712
30.016,4,0.2,3.0016
499.584,3,0.2,43.7136
31.104,6,0.2,10.8864
13.272,8,0.7,-10.6176
28.272,2,0.2,6.3612
259.136,4,0.2,-51.8272
10.8,5,0,5.184
244.006,2,0.3,-31.3722
15.936,4,0.2,5.3784
188.552,7,0.3,-2.6936
22.58,2,0,5.8708
545.94,6,0,87.3504
20.736,4,0.2,7.2576
43.296,2,0.2,4.3296
123.136,4,0.2,13.8528
11.264,4,0.2,3.8016
53.424,3,0.2,4.6746
275.49,1,0.5,-170.8038
24.96,4,0,6.24
19.36,2,0,9.2928
1267.65,9,0,152.118
12.99,1,0,0.7794
18.56,4,0.2,6.496
449.15,5,0,8.983
31.248,7,0.2,10.9368
61.44,3,0,16.5888
895.92,4,0,421.0824
55.36,4,0.2,18.684
55.92,5,0.2,6.291
24.896,4,0.2,8.4024
3.984,1,0.2,0.6474
95.968,4,0.2,28.7904
206.991,3,0.7,-172.4925
44.416,2,0.2,3.8864
9.006,2,0.7,-7.2048
19,5,0,8.93
33.376,4,0.2,10.43
207.48,1,0,62.244
91.68,3,0,45.84
904.9,5,0,253.372
34.272,3,0.2,11.1384
191.82,3,0,74.8098
243.88,5,0.2,27.4365
12.03,5,0.7,-9.223
2549.985,5,0.7,-3399.98
21.594,2,0.7,-15.8356
8.964,6,0.7,-6.5736
20.736,4,0.2,7.2576
344.22,2,0.4,-103.266
727.296,8,0.2,-172.7328
22.608,3,0.6,-10.1736
666.4,7,0.2,-33.32
5.04,3,0,0.2016
92.94,3,0,41.823
66.69,3,0,22.0077
91.68,5,0.2,28.65
327.7328,2,0.32,-14.4588
52.272,11,0.2,17.6418
17.94,3,0,8.073
254.352,3,0.2,0
8.288,2,0.2,2.6936
504.9,5,0,80.784
403.168,4,0.2,25.198
194.32,4,0,31.0912
25.99,1,0,7.5371
195.136,4,0.2,-12.196
20.736,4,0.2,7.2576
53.7,6,0,10.203
36.26,7,0,16.6796
56.3,2,0,15.764
32.4,5,0,15.552
29.16,2,0,10.7892
171.288,3,0.2,-6.4233
16.72,5,0.2,3.344
12.96,2,0,6.2208
22.18,2,0,10.8682
2054.272,8,0.2,256.784
1022.97,5,0.4,-255.7425
13.9,5,0,3.614
26.38,1,0,12.1348
43.176,7,0.2,13.4925
411.8,2,0,70.006
360,4,0,129.6
41.96,2,0,2.9372
227.84,4,0,66.0736
37.94,2,0,18.2112
517.9,2,0,134.654
5.28,2,0,2.4288
2799.96,5,0.2,874.9875
8.96,2,0,4.3008
31.5,10,0,15.12
30.56,2,0,10.3904
24.368,2,0.2,-3.3506
119.976,3,0.2,22.4955
26.88,8,0.2,9.744
83.97,3,0,23.5116
104.97,3,0,7.3479
90.8,8,0,25.424
140.736,8,0.2,49.2576
214.95,5,0,88.1295
45.36,7,0,21.7728
288.24,6,0,138.3552
663.936,4,0.2,82.992
2934.33,7,0,792.2691
124.41,3,0,14.9292
57.75,5,0,26.565
114.46,2,0,28.615
120.666,2,0.15,18.4548
342.864,3,0.2,38.5722
16.74,5,0.6,-14.229
981.372,2,0.3,-140.196
31.84,8,0,10.5072
12.96,2,0,6.2208
43.176,3,0.2,15.1116
58.34,2,0,28.0032
539.97,3,0,134.9925
3.928,1,0.2,1.3257
252.784,4,0.8,-417.0936
127.984,2,0.2,15.998
3.984,2,0.6,-2.6892
12.992,2,0.8,-32.48
61,5,0,25.62
671.93,7,0,188.1404
447.86,7,0,219.4514
479.95,5,0,129.5865
166.44,3,0,79.8912
31.68,4,0.2,2.772
10.368,2,0.2,3.6288
12.032,8,0.2,2.256
5.768,2,0.8,-13.5548
33.12,4,0.2,11.592
220.2656,4,0.32,-42.1096
10.776,3,0.2,3.5022
242.352,3,0.2,9.0882
695.16,6,0,34.758
220.98,1,0,50.8254
12.957,7,0.7,-9.5018
25.68,6,0,11.556
15.712,4,0.2,5.6956
298.464,6,0.2,26.1156
21.93,3,0,10.0878
242.94,3,0,4.8588
7.64,1,0,3.7436
51.84,8,0,25.4016
265.17,1,0,47.7306
837.6,3,0.2,62.82
135.9,5,0,63.873
34.68,6,0,16.9932
532.704,6,0.2,-39.9528
43.1,5,0,11.206
15.88,4,0,0.1588
1123.92,5,0.2,-182.637
249.584,2,0.2,31.198
48.672,3,0.2,7.3008
60.768,2,0.2,7.596
78.6,5,0.7,-62.88
3.768,2,0.7,-3.14
1036.624,2,0.2,51.8312
563.808,4,0.2,21.1428
258.528,2,0.4,-47.3968
49.12,4,0,23.0864
44.46,2,0,14.6718
241.568,2,0.2,18.1176
395,5,0,39.5
627.168,4,0.2,70.5564
13.28,2,0,6.3744
12.672,3,0.2,4.4352
30.56,5,0.8,-45.84
77.952,3,0.2,-15.5904
67.992,1,0.2,8.499
12.224,2,0.2,4.4312
44.784,2,0.2,-0.5598
22.848,3,0.6,-17.7072
206.43,3,0,90.8292
210.392,2,0.8,-336.6272
119.96,5,0.2,35.988
10.608,6,0.2,0.9282
347.802,7,0.3,-24.843
963.136,4,0.2,108.3528
88.776,3,0.2,7.7679
32.4,5,0,10.368
32.4,5,0,15.552
31.05,3,0,14.904
2025.36,6,0.2,607.608
1799.994,2,0.7,-2639.9912
101.988,2,0.4,-16.998
262.864,7,0.2,69.0018
735.98,2,0,331.191
93.024,3,0.2,33.7212
284.364,2,0.4,-75.8304
26,2,0,11.7
67.64,5,0.2,5.9185
119.976,3,0.2,-17.9964
5.18,5,0.8,-8.029
15.56,2,0,7.3132
78.35,5,0,36.8245
59.52,3,0,15.4752
38.52,9,0,17.334
239.984,2,0.2,23.9984
19.35,3,0,9.4815
67,5,0,32.16
390.272,8,0.2,-24.392
62.192,13,0.2,19.435
23.88,6,0,11.2236
3.168,2,0.8,-4.752
528.43,5,0.3,0
13.392,3,0.2,1.5066
181.86,7,0,50.9208
180.588,2,0.7,-240.784
47.984,2,0.2,0.5998
18.76,2,0,9.0048
20.94,3,0,6.0726
58.68,2,0,18.1908
254.9,5,0,68.823
9.64,2,0,4.4344
826.62,3,0,355.4466
1633.14,9,0,473.6106
544.38,3,0,157.8702
26.046,3,0.8,-44.2782
74.352,3,0.2,26.9526
69.93,7,0,32.1678
3.75,1,0,1.8
20.928,4,0.2,7.5864
12.672,3,0.2,-3.168
65.99,1,0,17.1574
6.37,7,0.8,-9.555
3.648,3,0.8,-6.0192
31.104,6,0.2,10.8864
23.34,3,0,0.2334
29.97,3,0,14.0859
3.366,3,0.7,-2.244
95.968,4,0.2,9.5968
18.704,7,0.2,2.338
149.232,3,0.2,3.7308
15.936,4,0.2,5.7768
601.536,8,0.2,60.1536
10.99,1,0,4.2861
39.88,2,0,11.1664
62.24,8,0,28.008
53.2,5,0,14.896
39.84,8,0,18.3264
349.95,5,0,118.983
377.928,9,0.2,141.723
13.392,3,0.2,5.022
11.228,7,0.8,-18.5262
207.24,11,0,58.0272
1.504,1,0.2,0.1692
34.848,2,0.2,6.534
75.18,6,0,35.3346
149.97,3,0,52.4895
931.176,3,0.2,314.2719
430.88,2,0,124.9552
94.85,5,0,45.528
51.12,4,0,23.004
90,1,0,32.4
9.408,2,0.2,3.4104
4.672,2,0.2,1.46
318.4,2,0.2,107.46
12.768,6,0.2,4.6284
15.36,2,0.2,-3.264
230.376,3,0.2,20.1579
7.16,1,0.2,-0.0895
375.34,1,0,18.767
114.9,5,0,39.066
26.046,3,0.8,-44.2782
2.896,1,0.8,-4.7784
32.544,2,0.2,-7.7292
3.984,1,0.2,1.3944
181.797,1,0.3,-15.5826
44.94,3,0,12.5832
45.576,3,0.2,15.9516
318.43,5,0.3,-77.333
122.92,7,0.2,46.095
7.068,3,0.6,-2.8272
56.45,5,0,14.677
13.468,13,0.8,-22.8956
219.8,5,0.2,24.7275
317.058,3,0.3,-18.1176
49.08,3,0,4.908
324.9,5,0,38.988
18.24,3,0,5.2896
113.888,2,0.2,9.9652
105.584,2,0.2,7.9188
24.85,7,0,11.6795
60.312,3,0.2,5.2773
7.056,3,0.2,2.205
27.184,2,0.2,2.0388
107.984,1,0.2,9.4486
19.296,3,0.2,6.03
4.608,2,0.2,1.6704
79.974,3,0.4,-29.3238
2.946,2,0.7,-2.0622
3.136,2,0.8,-4.704
20.736,4,0.2,7.2576
99.98,2,0,7.9984
733.95,7,0,352.296
241.44,3,0,72.432
10.08,4,0.2,3.528
281.904,2,0.2,10.5714
201.432,3,0.2,67.9833
135.98,2,0,33.995
44.95,1,0,12.586
2.97,3,0,1.3068
6.54,3,0,2.6814
7.92,8,0,3.4848
203.92,5,0.2,22.941
3359.952,6,0.2,1049.985
18.24,3,0,9.12
27.78,6,0,9.1674
22.96,7,0,7.5768
28.99,1,0,8.4071
12.96,2,0,6.3504
22.96,7,0,6.6584
4164.05,5,0,83.281
47.984,2,0.2,13.1956
4.624,1,0.2,1.6762
15.24,3,0,5.1816
63.924,7,0.7,-46.8776
6.56,2,0,1.9024
13.11,3,0,3.4086
494.376,3,0.2,49.4376
29.2,5,0.2,9.855
248.85,5,0,27.3735
36.24,1,0,15.2208
11.68,2,0,3.504
11.91,3,0,0.1191
3.48,2,0,1.1136
30.96,8,0.8,-52.632
1704.89,11,0,767.2005
19.194,7,0.7,-12.796
121.792,4,0.2,13.7016
1919.976,3,0.2,215.9973
50.997,1,0.7,-40.7976
76.792,1,0.2,-16.3183
539.964,6,0.4,-107.9928
60.312,3,0.2,5.2773
1.944,3,0.7,-1.4256
12.984,3,0.2,4.7067
217.584,2,0.2,19.0386
328.776,3,0.2,28.7679
2.286,3,0.8,-3.6576
47.984,2,0.2,14.3952
25.344,6,0.2,8.8704
232.4,5,0.2,78.435
86.45,7,0,38.038
603.92,5,0.2,45.294
81.98,2,0,40.1702
271.764,2,0.1,48.3136
14.376,3,0.2,4.8519
341.96,5,0.6,-427.45
181.35,9,0,48.9645
8.64,3,0,4.2336
43.512,7,0.2,3.8073
662.88,3,0.2,74.574
25.92,5,0.2,9.072
68.94,3,0,20.682
128.82,3,0,50.2398
896.99,5,0.8,-1480.0335
1.234,1,0.8,-1.9744
67.56,3,0.2,6.756
21.72,5,0.2,7.8735
262.336,8,0.2,95.0968
148.48,2,0.2,16.704
241.176,3,0.2,15.0735
227.976,3,0.2,28.497
52.68,3,0.2,19.755
2.032,1,0.6,-1.3208
17.12,4,0,4.9648
431.968,4,0.2,37.7972
129.92,4,0,10.3936
568.728,3,0.2,28.4364
117.144,9,0.2,42.4647
203.52,3,0,54.9504
51.75,5,0,24.84
122.97,3,0,60.2553
244.615,1,0.3,20.967
59.97,3,0,28.7856
81.54,9,0,36.693
11.68,4,0,5.256
29,5,0,13.92
50.8,5,0,13.208
16.03,5,0.8,-25.648
15.712,4,0.2,5.6956
89.97,3,0,18.8937
435.999,3,0.15,20.5176
83.984,2,0.2,31.494
359.98,2,0,93.5948
70.56,1,0.3,-4.032
20.88,2,0,9.6048
3.81,1,0,1.8288
73.008,9,0.2,26.4654
3.208,2,0.8,-5.2932
26.176,2,0.2,-3.272
30.44,4,0,14.3068
35.28,3,0,11.9952
19.44,3,0,9.3312
37.88,2,0,18.94
9.552,3,0.6,-3.8208
290.666,2,0.15,3.4196
10.368,2,0.2,3.6288
14.352,3,0.2,4.485
141.96,2,0,41.1684
66.048,4,0.2,23.1168
1287.45,5,0,244.6155
25.824,6,0.2,9.0384
160.96,2,0,48.288
28.44,3,0,11.376
364.41,5,0.1,8.098
39.96,4,0,10.3896
361.764,2,0.1,68.3332
111.672,9,0.2,6.9795
13.776,6,0.8,-22.0416
10.272,3,0.2,3.21
24.048,9,0.2,7.2144
2.896,1,0.2,0.9774
17.94,3,0,8.7906
384.174,7,0.1,29.8802
1799.75,5,0,539.925
580.672,4,0.2,65.3256
18.936,3,0.2,5.9175
222.384,2,0.2,16.6788
50.454,6,0.7,-33.636
154.764,3,0.4,-36.1116
6.848,2,0.2,2.14
1091.168,4,0.2,68.198
219.168,2,0.2,-43.8336
6.928,1,0.8,-11.0848
40.032,6,0.2,15.012
443.92,4,0,13.3176
169.99,1,0,78.1954
25.92,4,0,12.4416
36.99,1,0,9.9873
629.1,6,0,301.968
193.95,3,0,9.6975
5.46,3,0,1.4742
22.288,7,0.6,-8.9152
65.424,4,0.6,-52.3392
77.88,2,0,3.894
281.372,2,0.3,-12.0588
281.372,2,0.3,-12.0588
7.488,8,0.7,-5.2416
22.336,4,0.2,7.8176
10.368,2,0.2,3.6288
65.79,9,0,30.2634
271.984,2,0.2,88.3948
11.76,4,0,3.1752
77.52,2,0,37.9848
48.64,2,0.2,15.808
1.81,1,0,0.6516
8.26,2,0,3.8822
43.56,5,0.2,3.267
5.84,2,0.2,0.73
271.764,2,0.1,60.392
262.24,2,0,78.672
182.72,8,0,84.0512
131.6,7,0,7.896
22.72,4,0.2,7.384
558.4,2,0.2,41.88
15.24,4,0,6.858
1408.1,10,0,394.268
32.896,4,0.2,11.1024
215.148,2,0.4,-103.9882
30.96,6,0.2,11.223
29.79,3,0,8.6391
128.9,2,0,15.468
60.12,9,0,28.8576
24.816,3,0.2,8.3754
14.976,6,0.2,5.4288
15.08,2,0.8,-22.62
24.288,3,0.6,-12.7512
16.192,2,0.6,-8.5008
251.006,2,0.3,-68.1302
54.192,6,0.2,4.0644
4.304,1,0.2,1.5602
108.92,14,0,49.014
16.74,3,0,8.37
2504.74,7,0,626.185
84.784,2,0.2,-16.9568
29.9,5,0,5.083
70.88,2,0,33.3136
3.76,2,0,1.0904
27.264,2,0.2,8.8608
56.65,5,0,24.3595
14.97,1,0,4.1916
4.02,2,0,1.9698
471.92,2,0.2,29.495
58.72,4,0,27.0112
5.16,3,0.2,0.8385
16.496,2,0.2,5.5674
71.976,3,0.2,19.7934
22.512,3,0.2,2.2512
3.444,2,0.7,-2.7552
